,pib_per_capita
1522,29346.9235217744
1524,22725.2774946084
1525,7488.94108403998
1526,3371.51387938669
1527,4571.20671088872
1528,32963.6026546683
1530,109910.402254838
1531,9602.10475909396
1532,11822.3466796875
1533,935.802095813115
1534,2914.12106092242
1535,47184.0664379225
1536,3439.46069335938
1537,2380.72808519538
1538,58814.9144535567
1539,1723.70955445005
1540,908.911060532525
1541,5249.86456195674
1542,64843.9818835451
1544,9181.68830136227
1545,2692.78980632453
1547,2694.18053112669
1548,13953.1116875426
1549,2251.72845028143
1550,10410.7414024425
1551,16639.3941239799
1552,23852.6430383942
1553,34244.4650156257
1554,6211.04697618371
1556,15431.8318887963
1559,1546.49146999744
1560,5318.18975882282
1561,10197.3073059751
1562,1008.15087748664
1563,10261.3249069042
1564,1705.89710555761
1565,5832.26440674837
1566,10302.3238757113
1567,1367.22472506196
1568,9202.84528531775
1569,4313.79632530334
1570,2914.12106092242
1571,2694.18053112669
1572,23496.9570447196
1573,8235.42479943403
1574,12003.8479309778
1575,2663.06779204901
1576,1628.26220703125
1577,1511.40053959299
1578,7214.11181640625
1579,7523.64442391905
1580,11586.019949242
1581,44123.4070679055
1582,3643.70087815586
1583,9301.72206462178
1584,13664.4605596978
1587,3765.90015450067
1588,2302.85204295104
1589,10201.9806899133
1590,4656.60185647197
1592,3528.39013605919
1593,10790.3306426986
1594,2187.00772089785
1595,1706.39980041355
1596,35429.1725368776
1597,2839.03031841872
1598,1078.90737037771
1599,2915.29158618944
1600,5344.2238504785
1601,6566.57282794654
1603,13170.8514197889
1604,95781.5877287776
1605,14967.6249998619
1606,6418.63641699399
1608,23205.0451405619
1609,34369.6193939212
1610,37662.1851663577
1611,9243.49764554313
1612,599.14395145903
1613,35259.1867115805
1614,2137.53389254184
1615,1292.8588498028
1616,1903.73852585031
1617,11408.1180610219
1618,46249.7544360409
1619,32436.0739688186
1620,7414.01942229575
1621,11006.4559116376
1622,7342.8177324837
1623,71656.7235772631
1624,4339.99086058896
1625,11654.82481448
1626,16150.5858239394
1627,79857.7017302016
1628,4417.20125293978
1629,11323.7814066482
1630,790.048696538264
1631,38119.4131958397
1632,15920.6682937347
1633,46502.9282746387
1635,15657.4776452097
1636,5842.77863595453
1637,3222.57301553063
1638,2604.26646572875
1639,545.730969455249
1640,4700.68054796959
1641,9045.1718727234
1642,2071.54318479024
1643,4557.06915928937
1644,10738.6079964681
1645,13806.4798494263
1647,24587.7750008368
1648,71482.5739462574
1649,30015.4140625
1650,23923.7038826992
1651,34160.3449318802
1653,8309.45364721723
1654,37334.3901608479
1655,9284.7582307136
1656,11788.5601929389
1657,5936.08969778278
1658,5783.3694034428
1659,8911.46947818285
1660,11699.041224924
1661,22589.2390774389
1662,8046.4316794108
1663,7614.84291659348
1664,32535.6739057695
1665,1558.31513107236
1666,30720.2222055087
1667,19345.3147116353
1668,712.343569027923
1669,29125.9659117265
1670,3632.09352437096
1671,34455.1053330327
1672,7581.61489852142
1673,32468.5415789063
1675,3021.12296394924
1676,14381.4610125405
1677,34845.5917720001
1678,5866.58887734462
1679,2397.47603665508
1681,1473.69543005811
1682,2080.85221655869
1683,1204.73040426074
1684,29677.8050763522
1685,28549.1517418687
1686,10364.728129473
1688,5900.851227424
1690,7477.14144463568
1691,35967.5788968844
1692,41741.4469908226
1693,3447.43213162329
1694,1694.24981930118
1695,17595.7572055905
1696,2469.06326733771
1697,18389.4102769846
1698,7039.47236295079
1699,5978.61430657224
1700,2355.31099868403
1701,3612.39418730945
1702,6715.70786922479
1703,1728.39808046061
1705,3240.73655496441
1707,44232.3730467878
1708,15868.3782254677
1709,10657.5385706337
1710,39700.3293648154
1711,25700.938363473
1712,32453.5837076357
1713,7973.94569883336
1714,8629.07008258421
1715,33634.6317066787
1716,15742.0640274642
1717,2283.79516203915
1718,2508.12887354534
1719,1938.94211361709
1720,1750.87810466519
1721,20340.4810867229
1722,26884.2673283358
1723,88754.7812486338
1724,10863.29637791
1725,2832.04968589852
1726,10292.6568694671
1727,854.699757356591
1728,29391.5497653443
1729,11633.60556636
1730,11291.1128923513
1731,1741.44625590346
1732,1352.71242872578
1734,6249.00818501839
1735,4259.08105571148
1736,5780.59987367294
1737,1772.53660119284
1738,8300.25952130878
1739,16483.8503582706
1740,78878.4577485144
1741,15859.3153882025
1742,67888.300464536
1744,5256.10400390625
1746,5333.09218495854
1747,1480.07477658938
1748,11348.6264048652
1749,15209.3912771914
1750,13812.9013959234
1751,2853.31425913079
1752,6205.05252323915
1753,8690.23692593986
1754,1596.66071218679
1755,23320.9598431822
1756,1876.89367897044
1757,9731.15583069288
1758,10458.7261021072
1759,5996.02793919789
1761,767.09154817794
1762,4294.75864471748
1763,12419.5163118407
1764,1116.03701920136
1765,17568.2609449049
1766,45501.795339068
1767,7449.96828617315
1769,943.321717932509
1770,3694.76419503311
1771,3594.60893203312
1772,41013.7866357674
1773,54160.4818000859
1774,1750.48068313879
1775,4989.82313917888
1776,27755.5270442179
1777,31721.1608671412
1778,45731.0590850109
1779,17100.0397731043
1780,4033.58371137599
1781,11583.2757223919
1782,7269.97901107825
1783,4662.66067086249
1784,13012.8778996104
1785,2480.62924567464
1786,15152.3360834287
1787,2708.85112770958
1788,29952.6363603839
1790,24682.718852129
1791,7969.18890111967
1792,3354.09869480837
1793,4757.2419049378
1794,35095.0938307685
1796,120966.64392534
1797,11556.6242467632
1798,14912.234375
1799,1030.02142242259
1800,3181.34546834581
1801,48604.1381857995
1802,3673.7099609375
1803,2446.92904422941
1804,64054.2708632162
1805,1820.24649737885
1806,945.773406254498
1807,5621.65708724987
1808,68540.1920664814
1810,10209.1835204463
1811,2867.38234400059
1813,2868.92161530166
1814,15613.1754822329
1815,2466.94090637078
1816,11222.7144857662
1817,18914.02796042
1818,25720.4495520146
1819,37730.1637455216
1820,6750.19845019911
1822,17045.9474617982
1825,1549.23038634841
1826,6004.35038750285
1827,12053.4333766402
1828,1038.80339147668
1829,11036.5693660707
1830,1845.40670512577
1831,6595.03395006021
1832,11187.8269648617
1833,1323.02456095108
1834,9803.38559584171
1835,4405.10674669007
1836,3181.34546834581
1837,2868.92161530166
1838,27293.7584030709
1839,8852.02619993111
1840,13748.436532895
1841,2778.56527597925
1842,1738.57800292969
1843,1672.48757018219
1844,8054.0400390625
1845,8524.26383761484
1846,12419.5558047748
1847,46302.0008800056
1848,3987.0664069016
1849,10261.0684875332
1850,15235.8965781091
1853,4114.46961237354
1854,2513.64454324112
1855,11034.4664033786
1856,4871.40822884132
1858,3647.32807134024
1859,11599.1031753165
1860,2369.27563377307
1861,1687.15419586291
1862,37366.6949546611
1863,3030.35606573579
1864,1230.20478951003
1865,3070.6804052583
1866,6031.48242344421
1867,7283.34263812006
1869,13781.0921013625
1870,87209.3794634844
1871,16590.2489655554
1872,7560.86836359338
1874,25644.8347904403
1875,36599.8507307471
1876,39430.6091682131
1877,11732.8414907335
1878,615.981141891007
1879,36791.2004331501
1880,2261.25154780173
1881,1341.37420827026
1882,2067.67746798348
1883,12811.3587714533
1884,47590.9230337775
1885,33158.059959198
1886,8196.4963027616
1887,12332.50291934
1888,7432.95666296441
1889,75627.2475293548
1890,4581.25366181625
1891,12565.261396892
1892,16857.1983057294
1893,81111.951702449
1894,5309.21178771388
1895,12326.8511866114
1896,832.624834330156
1897,39575.3097484091
1898,17758.2830506044
1899,51208.0988282218
1901,16840.3270386889
1902,6818.923409237
1903,3273.45094999654
1904,2714.92219211011
1905,576.452384052638
1906,4356.06667616942
1907,9793.91959673466
1908,2093.75422847485
1909,5323.34979946337
1910,11774.4310570766
1911,14585.7480944409
1913,25369.9853792057
1914,73489.3520293018
1915,32881.546875
1916,26282.375491299
1917,36287.4822419008
1919,9066.05489647701
1920,39006.2023239418
1921,10111.035054778
1922,12326.0770059101
1923,6760.62521921705
1924,6210.03669631732
1925,9849.50954189114
1926,13011.6343336666
1927,24207.3630591875
1928,8304.77549019856
1929,8229.52327768526
1930,34420.1744948296
1931,1580.83137718532
1932,32469.5304500615
1933,22195.1975941957
1934,793.321514124248
1935,31033.0197788703
1936,3885.15163583217
1937,37838.3401920009
1938,7643.49435525126
1939,34121.3438805071
1941,3072.97652951881
1942,15206.4736598753
1943,35695.2984903994
1944,6818.50985032128
1945,2503.85908117311
1947,1580.91153518231
1948,2137.12639127487
1949,1246.91910995727
1950,33547.3775359058
1951,29320.264816923
1952,11270.3560389185
1954,6318.32028813515
1956,8229.87769794587
1957,37778.9328625115
1958,45250.2760967143
1959,3675.81666834901
1960,1787.08674587202
1961,19493.2350774676
1962,2613.03991206676
1963,19099.8517148115
1964,7786.9214265989
1965,6578.75470740933
1966,2506.44329697807
1967,3827.71669155777
1968,7238.36954115752
1969,1847.44404966653
1971,3529.62080972366
1973,46773.4866018105
1974,17433.2364903655
1975,10966.9088571564
1976,41463.4255441211
1977,27513.1431348785
1978,34141.2007728064
1979,8265.25765985622
1980,9182.65458446902
1981,35015.9865745127
1982,17406.1611168701
1983,2437.76654410724
1984,2769.43336234714
1985,2162.26270386982
1986,1793.16252486703
1987,20823.8396371407
1988,29064.9180846867
1989,91584.9460118784
1990,11617.1588345502
1991,3077.49704115256
1992,11536.6384164164
1993,924.643103897425
1994,31594.6181500561
1995,11985.8915429677
1996,12092.7546213573
1997,1877.93255197974
1998,1438.96617510784
2000,6803.64566626474
2001,4604.0102883895
2002,6359.44996093297
2003,1899.54875754307
2004,9336.12929425063
2005,19094.640961399
2006,85109.8794476383
2007,18236.6092064703
2008,78123.7831783804
2010,5523.61328125
2012,5654.62471227751
2013,1561.13258960172
2014,12266.6233975686
2015,16083.9628881801
2016,14297.2213852569
2017,3009.92350438755
2018,6838.79867175013
2019,9350.90777909298
2020,1641.39628617596
2021,25059.1377146874
2022,2154.57519016059
2023,10428.7288282399
2024,12459.3179568578
2025,6697.63382040105
2027,825.489152420564
2028,4201.62640354428
2029,13424.3559647131
2030,1221.57240283319
2031,18807.4305424799
2032,47221.5147027966
2033,7921.05921980939
2035,962.42070028822
2036,3939.64915296073
2037,3826.21963104952
2038,43939.1453400262
2039,55930.5334666428
2040,1836.85982595371
2041,3945.69148669978
2042,29369.8081937436
2043,33271.5335472065
2044,47647.530546706
2045,18967.4172579497
2046,4244.82982867882
2047,13082.8225760985
2048,8036.4152497199
2049,5014.31918954501
2050,13909.3712621628
2051,2681.57445979542
2052,16802.8339050498
2053,2863.17489755541
2054,30582.9873125009
2056,25733.1270889579
2057,8505.71449784028
2058,3485.04161403643
2059,4824.55182369488
2060,36838.5265492715
2062,123032.946305297
2063,13700.0935664487
2064,16648.2421875
2065,1110.31762841827
2066,3448.98104313209
2067,49454.3482028888
2068,3880.8583984375
2069,2516.71008574232
2070,68793.7097837442
2071,1908.65665664194
2072,1021.49648785844
2073,5855.51324113916
2074,74459.1167367427
2076,11236.2250771166
2077,3043.81240901984
2079,3045.53278435338
2080,17155.5937891869
2081,2543.35064646591
2082,11975.5907018969
2083,21222.3803347842
2084,27570.1451925507
2085,40905.1458740502
2086,7194.58777407338
2088,19232.62332963
2091,1588.33304301615
2092,6838.1942383386
2093,13440.621516759
2094,1026.29524456115
2095,11884.1738789947
2096,2002.58917362027
2097,7429.62404546589
2098,11993.1358141305
2099,1469.38175710839
2100,10507.9883938073
2101,4498.25492205256
2102,3448.98104313209
2103,3045.53278435338
2104,29231.6879551742
2105,9603.77870655142
2106,14986.1491469257
2107,3027.27051536056
2108,1853.43432617188
2109,1804.40887872447
2110,9004.8798828125
2111,9527.0459538814
2112,13563.6798042854
2113,48050.2237771135
2114,4419.36187379524
2115,10897.1929076202
2116,16769.1787197109
2119,4484.42775350731
2120,2594.17750447188
2121,11803.0914679391
2122,4995.03466794337
2124,3762.75548731464
2125,12390.0868190123
2126,2567.07599964676
2127,1655.76765455361
2128,38729.5609875842
2129,3144.7204728464
2130,1273.78755500476
2131,3233.80257533567
2132,6584.87513504794
2133,8228.34804111345
2135,14478.2626285553
2136,79808.3484068209
2137,17420.6800859004
2138,8308.41421639754
2140,25715.2094253327
2141,37499.5251319174
2142,41316.225176699
2143,12969.2003782405
2144,636.939406388926
2145,37883.3319417819
2146,2350.16525090582
2147,1403.29579596954
2148,2208.6163276774
2149,14335.7146000831
2150,47893.2823848451
2151,32404.390836477
2152,9028.85857955979
2153,13898.9996765798
2154,7586.56273645876
2155,75193.3463873599
2156,4873.08926551713
2157,13325.4728447192
2158,17213.5845303236
2159,80113.1353648507
2160,5613.84736880036
2161,13067.9481087799
2162,850.752258343902
2163,40376.3068799056
2164,19671.0263370333
2165,54096.8078629618
2167,16504.0978640924
2168,7581.45351258344
2169,3418.35285719934
2170,2768.57164914566
2171,603.863702803665
2172,4560.33345329447
2173,10188.9602054303
2174,2165.84336970242
2175,5716.72692286258
2176,12404.1132358373
2177,14999.2054281403
2179,26091.9483333777
2180,72475.4518888765
2181,34830.234375
2182,27974.487131849
2183,37802.3874303197
2185,9893.44513284993
2186,41278.3268270571
2187,10501.6286448588
2188,12655.218465125
2189,7400.89325472136
2190,6495.63267141717
2191,10474.5188591095
2192,14871.0599239532
2193,25855.4083912489
2194,8853.99634182465
2195,8829.13525101636
2196,35715.1128862779
2197,1422.09426365231
2198,33263.2723985249
2199,22802.3421764634
2200,871.5463025925
2201,32492.6595972008
2202,4066.80254399716
2203,40083.6972699668
2204,7785.16199142692
2205,35095.2656832956
2207,3082.84114814813
2208,14531.7038949767
2209,36863.5847601847
2210,7139.01245446264
2211,2714.46364284001
2213,1639.81283366583
2214,2246.63882110603
2215,1279.46674673822
2216,38444.5819271558
2217,30856.0118395987
2218,11565.2263036103
2220,6524.60973733199
2222,8518.57102557473
2223,38804.4079407196
2224,46818.5588738726
2225,3820.47814484406
2226,1870.90692078443
2227,20921.5405553163
2228,2691.08244467385
2229,20727.8899694383
2230,8402.35256581392
2231,7065.49770941315
2232,2618.45682613257
2233,3953.12063059112
2234,7718.02558568246
2235,1952.77507431859
2237,3654.42750811058
2239,44169.0943411644
2240,17618.5025175494
2241,11894.7100785613
2242,43728.1140564123
2243,27510.0398505497
2244,35523.2713104342
2245,8314.43282909041
2246,9574.62392911943
2247,35273.791152156
2248,17985.3857383959
2249,2422.3243747704
2250,3030.75290303644
2251,2316.6710008008
2252,1748.94705538258
2253,23395.3593235022
2254,29946.0774891302
2255,90182.4263148162
2256,12242.4392392693
2257,3325.08030200207
2258,12831.2459967344
2259,968.869564370631
2260,31702.9312796486
2261,12641.8775774727
2262,12702.8064498149
2263,1992.83026016507
2264,1508.04085352982
2266,7294.54070237693
2267,4803.97199303952
2268,6829.06872165894
2269,2042.67651300558
2270,10277.4377379036
2271,20721.0131961211
2272,90970.7211980147
2273,19573.1553855671
2274,80608.2606884302
2276,5892.29052734375
2278,6224.43491720594
2279,1650.07709673412
2280,13357.9040783784
2281,16737.633990846
2282,14924.8216140502
2283,2871.93439653093
2284,7355.84662234074
2285,10521.8967333656
2286,1695.33625022211
2287,26523.5326924729
2288,2424.02431919231
2289,10798.9977858213
2290,13816.5733090898
2291,7326.0824488754
2293,878.436054293573
2294,4146.67627752817
2295,14366.8120865552
2296,1302.426002273
2297,19713.8767586667
2298,47767.8073076115
2299,8137.38922407791
2301,1017.53177144188
2302,4174.71358144415
2303,3978.54340684293
2304,46420.2016795592
2305,61716.5997128422
2306,1965.21930152619
2307,4898.09037895668
2308,29827.1425475385
2309,34139.4523161709
2310,50751.9773538746
2311,20516.0619298597
2312,4301.39716702772
2313,14387.3687999191
2314,8866.31806058614
2315,5244.72788422856
2316,13678.4810111549
2317,2659.40062001537
2318,18303.3529197976
2319,3019.70936454467
2320,30774.7601678108
2322,26665.8372952939
2323,9106.20342393905
2324,3712.20409758384
2325,4936.55970690877
2326,37775.4490685708
2328,125130.011187854
2329,16782.22907266
2330,20163.609375
2331,1224.79498038405
2332,3571.99434016548
2333,52096.7333178259
2334,3997.18090820313
2335,2589.5867002826
2336,67718.4182987851
2337,2012.26768827292
2338,1071.53520302862
2339,6068.9353550999
2340,74598.9944623585
2342,12632.0778382091
2343,3178.12460727973
2344,2913.32044874217
2345,3179.7704851023
2346,18402.146342816
2347,2725.25519560194
2348,12564.9574078894
2349,23725.8577558996
2350,29604.2914690241
2351,42158.2956995539
2352,7341.44511676366
2354,18756.4957063858
2357,1613.68417669901
2358,7485.59256309895
2359,15320.1956327481
2360,1059.29439883933
2361,12256.5057461689
2362,2157.25732312338
2363,8569.74724841572
2364,12608.3560331982
2365,1638.0506746081
2366,10880.71035259
2367,4764.8152713999
2368,3571.99434016548
2369,3179.77048510229
2370,30662.2290939356
2371,10095.2990668059
2372,16182.4805088566
2373,3260.39132191176
2374,1940.57092285156
2375,1937.06488447216
2376,9434.435546875
2377,10453.6837104516
2378,14778.2790167607
2379,48570.0459804586
2380,4832.60160448551
2381,11162.96378479
2382,17740.0659587191
2385,4783.07297869232
2386,2727.01002783016
2387,12344.8842362631
2388,5236.63362414144
2389,6545.42072569482
2390,3864.11692735031
2391,12857.9865106523
2392,2743.86165837466
2393,1375.48110600146
2394,34393.2573476728
2395,3107.56781240867
2396,1519.31073653477
2397,3358.51781203378
2398,6441.0352419469
2399,8813.02946080293
2401,14283.9723084819
2402,68150.4377353664
2403,16330.6328033668
2404,7231.22089719026
2406,22429.7514465512
2407,40281.799672065
2408,40918.1321224314
2409,13972.5947839401
2410,643.943237986122
2411,37749.5095365743
2412,2353.04097960913
2413,1410.77264521208
2414,2308.98280721197
2415,14181.1546844467
2416,46487.149448265
2417,30721.0901284975
2418,9028.63349060431
2419,14050.5715635795
2420,7467.44062091721
2421,71022.3078466874
2422,4985.20383688496
2423,13265.7850673626
2424,16386.6867226284
2425,78278.8317665762
2426,5971.36845732161
2427,11909.9207284445
2428,915.957294315984
2429,38865.4134577266
2430,19698.2543532754
2431,53354.0046402285
2433,16068.0376744308
2434,8305.76018512426
2435,3483.63211598507
2436,2780.59038664285
2437,604.692061727955
2438,4958.14901002349
2439,10256.3908196333
2440,2196.80392296866
2441,5612.33476204839
2442,12216.8673136919
2443,14485.4772027754
2445,25950.1421514962
2446,65869.7616927104
2447,33884.87890625
2448,27761.5091540229
2449,36815.8440540696
2451,9837.76416535029
2452,40331.4068810678
2453,10536.7483732999
2454,12719.1791547486
2455,7941.5784843575
2456,6585.81683166562
2457,10856.7198082595
2458,14340.2144093129
2459,25130.4437607677
2460,8816.46172058011
2461,9129.20262544015
2462,34793.3212519926
2463,1459.46295239195
2464,32092.3648208603
2465,20477.8524315004
2466,928.392024164995
2467,31816.4081809504
2468,4027.12468413511
2469,37972.270046867
2470,7651.52018227199
2471,34678.0623193739
2473,3154.12125425746
2474,14173.6081265872
2475,35212.420476946
2476,6984.24764642293
2477,2792.26543316437
2479,1594.83937575846
2480,2341.09054214714
2481,1297.87478390348
2482,37438.5054747158
2483,30359.1494613318
2484,10835.7034410201
2486,6474.79693497431
2488,8894.75740697845
2489,37761.0049862321
2490,45861.0516924173
2491,3673.30692630069
2492,1899.33801338457
2493,20149.5095665253
2494,2823.52540518478
2495,20729.783927124
2496,8641.87386338307
2497,7254.59034047884
2498,2700.23688293404
2499,4092.00957672706
2500,8019.73068267764
2501,2005.21389178825
2503,3911.43428077764
2505,41471.0799783739
2506,17712.5384760083
2507,12124.5764951655
2508,41864.1882622629
2509,27461.8619824006
2510,34602.8969588528
2511,7964.12740381188
2512,9625.63906025292
2513,33547.2834245767
2514,17958.3126591327
2515,2450.13344211732
2516,3100.55697556474
2517,2298.8086135548
2518,1736.1750305538
2519,22552.5707619216
2520,29508.3815060615
2521,79404.4064684877
2522,12056.8705932908
2523,3537.75856756937
2524,14092.022716659
2525,986.759935468525
2526,30128.0274680067
2527,12204.2001453291
2528,12485.9896948707
2529,2045.45666584445
2530,1534.55205357664
2532,7548.39607032657
2533,4976.40871530827
2534,7023.69711789595
2535,2026.89353085261
2536,10664.5562705131
2537,18116.7302641547
2538,86875.8537667967
2539,17023.7549183562
2540,80415.3652375107
2542,6105.84423828125
2544,5895.90868478943
2545,1550.18805740367
2546,12120.8075447849
2547,16594.4864847131
2548,14547.6445830778
2549,2977.66750854245
2550,7575.81433005556
2551,11009.9915852452
2552,1730.83304342923
2553,26649.6041313751
2554,2676.32432474214
2555,10926.7237092849
2556,13022.1453737403
2557,7165.44430453082
2559,914.547011024626
2560,4057.72015864018
2561,14898.6064262422
2562,1379.7087332666
2563,19188.364982105
2564,46376.8032046992
2565,8065.15407738003
2567,1005.12126687373
2568,4419.86218429526
2569,3819.56256049062
2570,44556.9211528341
2571,55364.21942385
2572,2050.78691287844
2573,5342.47207129969
2574,30681.2445433491
2575,33207.9247142993
2576,51839.4650286254
2577,20797.6035626718
2578,4353.23266536201
2579,14401.4882282276
2580,8948.76145249368
2581,5267.17001431131
2582,13152.7768053473
2583,2791.01330782911
2584,19239.9284691729
2585,3091.59721360279
2586,30533.3834398909
2588,26458.9110362123
2589,9018.03951302253
2590,3950.24130014908
2591,4864.89794264373
2592,36709.6273839224
2594,122393.823482627
2595,16631.8581907197
2596,19389.94140625
2597,1275.092743587
2598,3789.65474064698
2599,49920.627548745
2600,3808.65356445313
2601,2606.18264211033
2602,66212.3175147369
2603,2029.55981132272
2604,1088.10057780655
2605,5955.17940628814
2606,66474.432709951
2608,12533.9654665528
2609,3206.50527693861
2610,2943.26922296835
2611,3208.09343561655
2612,18525.2973869196
2613,2733.3178192945
2614,12877.4019652265
2615,23080.5865355505
2616,27537.7584612632
2617,40279.4615973941
2618,7450.81202751242
2619,32606.3180580238
2620,18594.9478710766
2623,1637.39245117241
2624,8032.22384743812
2625,14930.0200296359
2626,1094.98740027015
2627,12188.3483851663
2628,2208.33427034752
2629,9018.87515929271
2630,12392.1713340246
2631,1783.9095293528
2632,11007.920087468
2633,4523.59336880245
2634,3789.65474064698
2635,3208.09343561655
2636,29358.9710836906
2637,10358.551008288
2638,15597.9969428862
2639,3047.25723535778
2640,1997.79528808594
2641,2017.15814480946
2642,8093.5556640625
2643,10758.3028360645
2644,15460.3731097055
2645,47194.9433547336
2646,5167.21147165329
2647,11090.7296339266
2648,17038.3966219678
2651,5024.12207062118
2652,2759.75466546832
2653,12296.363390952
2654,5205.21119216832
2655,6863.69132006238
2656,3927.24124118361
2657,12565.2927743334
2658,2932.39289998102
2659,1532.43609773045
2660,33784.5379423104
2661,3218.0186286029
2662,1710.76292769203
2663,3532.5301861254
2664,6588.8350757979
2665,9628.72196177826
2667,14784.3732379279
2668,64889.9679360778
2669,18063.9143432506
2670,7507.14476614966
2672,20613.7052442831
2673,39336.6634845318
2674,42009.4385277438
2675,14678.7737395302
2676,663.127190839067
2677,39840.0881958103
2678,2364.37879575275
2679,1502.26871093335
2680,2439.33700273228
2681,14956.4871777211
2682,46878.0860849131
2683,31093.98985574
2684,9348.26458013432
2685,15361.8317068326
2686,7619.45231420146
2687,70627.8221941123
2688,5167.67674050932
2689,14301.1226835073
2690,16132.6236373476
2691,80288.8249011665
2692,6694.24966909525
2693,12863.901346068
2694,959.026222922711
2695,40099.4482394377
2696,20809.0665513628
2697,54858.4480758362
2699,18042.7903685233
2700,9254.77960342973
2701,3680.00427611144
2702,2817.1062070334
2703,633.982624260822
2704,5350.41601946102
2705,10732.8223388331
2706,2252.18010138493
2707,5693.17313369964
2708,12865.259670574
2709,14780.5085263646
2711,25953.0968481997
2712,63305.1170499401
2713,33423.5
2714,27881.9679972276
2715,38952.6946021004
2717,10018.8600389929
2718,43003.0545921155
2719,11411.6042850802
2720,13096.8847273115
2721,8743.26418010583
2722,6996.91847106211
2723,11787.6552958735
2724,15354.5189700857
2725,26189.2087382216
2726,9091.30654767883
2727,9523.55303901433
2728,35773.7314133327
2729,1485.36030609732
2730,31682.7131000557
2731,21619.4545478307
2732,1028.43648601633
2733,32865.6757719038
2734,4201.92147041629
2735,38956.4722165393
2736,7914.96848472962
2737,35902.9031102393
2739,3265.89197577332
2740,14838.6434767773
2741,36576.5865398028
2742,7564.8922574709
2743,2974.15941926538
2745,1653.90072023544
2746,2435.15409229769
2747,1339.12782991782
2748,32969.478438102
2749,27913.0891911748
2750,10864.671878961
2752,6618.91603119075
2754,9320.4140291557
2755,39198.2980743815
2756,49190.6199518394
2757,3778.8761262153
2758,1983.81064140924
2759,19967.213732615
2760,2654.97850734323
2761,21751.8338392809
2762,9327.60919551823
2763,7794.07864275454
2764,2825.88108783323
2765,4253.16741226724
2766,8506.68056465534
2767,2111.68737007412
2769,4237.20878809501
2771,43203.1200753797
2772,18749.3370421277
2773,12718.4112007001
2774,39775.2970758147
2775,28840.0453543033
2776,35158.4418435321
2777,7901.06551371766
2778,9461.32842869429
2779,35335.3735103814
2780,19227.1844017661
2781,2607.43030956178
2782,3085.99019065218
2783,2427.51058084386
2784,1703.56506097938
2785,22641.6332540016
2786,31736.6284370925
2787,73974.0788998043
2788,12871.3847373562
2789,3823.04435057934
2790,14963.3750598203
2791,1022.16850138707
2792,31693.8864472138
2793,12414.2382373456
2794,13267.9335577421
2795,2151.3051087333
2796,1619.95042466917
2798,8195.16752556547
2799,5285.2401866391
2800,7556.30834960602
2801,2153.39102710965
2802,11598.4784693939
2803,20096.7360969805
2804,90361.783087755
2805,17706.894512358
2806,99592.0521672759
2808,6332.81982421875
2810,6396.79040881091
2811,1535.05937927359
2812,12713.7367644559
2813,17266.1873077863
2814,15255.019052785
2815,3208.36377651262
2816,8162.56281440691
2817,11361.0093874551
2818,1787.3575858344
2819,28722.7021856242
2820,2960.56572263415
2821,11431.1034377934
2822,13636.0150798042
2823,7582.37777521908
2825,959.042579466292
2826,4092.52739560721
2827,15700.2430569091
2828,1450.04290604509
2829,20511.0057446002
2830,47808.0293030612
2831,8500.45137417008
2833,1062.80640791143
2834,4703.72040511877
2835,3981.50678393377
2836,45043.9042332404
2837,57919.6519537143
2838,2164.95165297062
2839,5969.00647999964
2840,31222.4544777381
2841,34475.9716890377
2842,50462.3895396745
2843,22430.8699005848
2844,4379.0588181643
2845,15155.19716878
2846,9731.48777159944
2847,5626.89792481574
2848,13589.2536729203
2849,3040.11738449382
2850,21072.5265773141
2851,3237.49654378932
2852,30928.7909301353
2854,27261.9534524665
2855,10002.6268151256
2856,4120.27108838546
2857,5016.80094116079
2858,38044.9139936484
2860,132062.461949798
2861,16976.2590867185
2862,20490.126953125
2863,1349.66725533605
2864,4063.541519986
2865,51535.4679693132
2866,3900.69653320313
2867,2653.1516036439
2868,75389.7681763297
2869,2177.33233174905
2870,1134.212523546
2871,6127.64504548947
2872,62784.4144520538
2874,12798.2721299571
2875,3342.58472488376
2876,3021.27916732658
2877,3344.24199515901
2878,19824.2845860441
2879,2877.19060320298
2880,13550.0184476441
2881,25302.2327160354
2882,27826.8723437553
2883,42223.9196702844
2884,7772.18334777747
2885,34236.1077240305
2886,19389.9878623263
2889,1819.89455042167
2890,8842.81037981208
2891,15968.0036069149
2892,1144.45785022603
2893,13196.8175991169
2894,2328.71275922105
2895,9811.6875120584
2896,13180.1258450412
2897,1939.06551025577
2898,11516.8787605559
2899,4611.01300257096
2900,4063.541519986
2901,3344.24199515901
2902,30532.2397746755
2903,10683.3096810521
2904,17542.1974989753
2905,2984.39517038329
2906,2088.32666015625
2907,2088.85095161093
2908,8559.9296875
2909,11716.5079944996
2910,16818.9225701752
2911,48650.6431283336
2912,5469.98073688253
2913,10725.5192585362
2914,16742.2033532461
2917,5357.24303639021
2918,2756.63036094876
2919,12948.6924653293
2920,5361.70234806353
2921,7230.99771880633
2922,4162.54488715275
2923,12913.54048247
2924,3179.22080381865
2925,1831.02803177058
2926,35513.0811947133
2927,3323.27341304472
2928,1699.48811019742
2929,3675.3924410261
2930,6710.75072517349
2931,10207.7675731705
2933,15288.3418707372
2934,67686.3906066073
2935,19322.2271236942
2936,8025.4584849173
2938,20347.8684831466
