,pib_per_capita
732,103395.325408042
733,7162.36577844649
734,8037.474609375
735,756.800530116368
736,2287.94646220774
737,37637.527406398
738,2933.36108398438
739,2062.61341077219
740,45080.2663441014
741,1436.56641001426
742,785.754242948751
743,4688.63365119778
744,56182.2294088612
746,7224.61832047595
747,2291.20404181341
749,2292.6281251761
750,11332.8831659054
751,1879.00213269546
752,8284.18387340792
753,13312.203306834
754,20241.5256786998
755,30926.5055989396
756,5097.43555569075
758,14189.4673724315
761,891.224424931572
762,3912.71892632609
763,7521.82362084793
764,1000.54348971248
765,8172.99416362658
766,1277.36609240437
767,4544.45762739484
768,8765.62579177114
769,1349.9616537939
770,7826.42623563776
771,4073.64883500522
772,2287.94646220774
773,2292.6281251761
774,16832.68938234
775,6782.86107539162
776,9401.23132772185
777,2883.16600920811
778,1330.94970703125
779,1273.12902147328
780,5172.96044921875
781,5734.33688606521
782,9419.77222207909
783,37997.7596573051
784,2916.56014852074
785,7602.16325442555
786,11069.403877706
789,2900.08424226222
790,2015.07435169323
791,8606.3163182022
792,3798.00550823675
794,3127.20889934558
795,9147.72403788029
796,1782.8178002685
797,2165.32262767132
798,31205.3607806399
799,2351.05909761335
800,928.191568870689
801,2406.42985734876
802,3823.35014437882
803,5000.04936305629
805,10611.8380266452
806,99275.6933645277
807,11029.1550720299
808,4045.11074303861
810,17465.1687785597
811,29807.4095606
812,32144.2418052358
813,4639.79442615882
814,541.958991229732
815,30932.8525095624
816,1937.57823287717
817,1072.85321491441
818,1524.34603221609
819,8416.98366742999
820,42875.9116322942
821,29373.6924127281
822,5461.7824267879
823,7369.84590615975
824,6503.80125458938
825,60908.0397060905
826,3678.96387583468
827,9737.27737950327
828,13375.8975370874
829,72781.5124231557
830,3481.33697136226
831,9435.26058098523
832,685.20249861882
833,32349.9436608677
834,12340.0539633971
835,38840.8818833536
837,10963.7906265594
838,3938.73027446337
839,2935.77412393664
840,2277.65104069435
841,460.93599902066
842,3931.01481325521
843,7322.17818547343
844,1894.39062205008
845,3421.43187628129
846,8808.56484488099
847,11133.1234751113
849,23520.5513635503
851,24279.677734375
852,19538.0704015253
853,29908.1395291325
855,7072.80367262293
856,30820.3892235438
857,7229.32283966889
858,10022.9647755929
859,4243.18885606766
860,4606.19947310066
861,6875.06683192233
862,7785.93864150858
863,18240.9289600759
864,6515.644136405
865,6336.85167057025
866,27984.2167272567
867,1554.01475057229
868,25046.1107003124
869,13132.5807216854
870,504.153895626576
871,24706.996231344
872,2759.87158106789
873,29051.48643326
874,6523.04277687645
875,28172.6956506635
877,2760.35605566292
878,14204.4228288877
879,30355.2833801407
880,4159.37620370395
881,1990.48251483001
883,1345.72339668765
884,2012.53499003385
885,1080.6365895987
886,17897.7601769912
887,23896.6057015271
888,8865.90027608346
890,5126.23346929034
892,6552.58933118512
893,30448.446508857
894,31176.4767351212
895,2825.62344745215
896,1427.28286685867
897,13682.122115102
898,2294.03363639338
899,15481.3201097675
900,5254.82906415154
901,4522.40407144138
902,1921.52769844392
903,2935.80539073123
904,5467.23155178062
905,1414.95557595562
907,2472.99367273853
909,36283.1208415968
910,13316.535075075
911,6342.11808696929
912,32699.2417213139
913,23845.3129228722
914,29196.9278993071
915,7058.68812575156
916,6866.880053596
917,29392.2489916186
918,11123.890130714
919,1916.25823641802
920,2158.04198301859
921,1345.10802063282
922,1650.42315573688
923,16375.9387395922
924,22095.870826347
925,68095.5536403034
926,8905.30570660804
927,2197.7825492797
928,9192.37302369705
929,725.646545528024
930,22656.4393861071
931,9676.90710391117
932,9098.07159724725
933,1397.91925734558
934,1123.84390804821
936,4862.08781453921
937,3398.34846500378
938,4375.92321672278
939,1459.63557451789
940,5964.16869821789
941,12067.6741095107
942,60196.5435069655
943,11060.9427198934
944,43002.1510290443
946,4282.94189453125
948,4006.40274232017
949,1274.65875845504
950,9682.09898030352
951,12413.1159439584
952,11488.2956282873
953,2647.58838923138
954,4673.05810647523
955,6595.4519699919
956,1423.07379601545
957,20929.3954917416
958,1203.22482970768
959,7935.43565238588
960,7340.86099625212
961,4419.72891710665
963,606.925687208525
964,3184.46413367229
965,10390.0858004714
966,969.620542747415
967,14375.0000575168
968,38792.3821791899
969,5808.38968620201
971,846.77651884051
972,2965.43013786951
973,2999.13371726112
974,34149.6192294255
975,38593.7083511957
976,1488.29500406055
978,23973.6339583007
979,26984.1936606711
980,41415.4332993355
981,12906.3652914832
982,3262.95260119513
983,8954.87232302905
984,5699.48315276295
985,3837.297648991
986,10831.1579675343
987,2107.5818579472
988,12288.4628747003
989,2120.83408923494
990,25965.8790162219
992,20851.0885383283
993,6879.47275064959
994,2469.18364777565
995,4153.89563556562
996,29818.7627011616
998,102794.770571158
999,7559.97534934003
1000,9254.537109375
1001,776.741961448436
1002,2459.73471236918
1003,41456.7728656274
1004,3091.73657226563
1005,2166.66912135801
1006,48774.7247211609
1007,1520.05051205833
1008,836.258114557247
1009,4830.14008599425
1010,58705.6320912669
1012,7645.78577655798
1013,2371.26566951092
1015,2372.57820549723
1016,11948.6897017446
1017,2001.91972774123
1018,8874.79893367019
1019,14181.1218408567
1020,21112.375224886
1021,31814.8635093299
1022,5379.97804805507
1024,13772.6333098573
1027,1003.15635551366
1028,4292.10774460935
1029,8230.2926810251
1030,1061.56804031779
1031,8866.93177030177
1032,1420.51017655443
1033,4738.61953277448
1034,9000.36838409934
1035,1311.8566432164
1036,7995.81693870841
1037,4225.68491750067
1038,2459.73471236918
1039,2372.57820549723
1040,19546.438825956
1041,7188.07894783344
1042,9699.92386379777
1043,2774.35311824486
1044,1407.8935546875
1045,1339.02404392032
1046,5824.12451171875
1047,6149.92955566034
1048,9689.98215736064
1049,39490.2749557007
1050,3064.13992612853
1051,8253.59270110796
1052,10228.5873924793
1055,3131.87652977154
1056,2088.75289625581
1057,8981.27686793558
1058,4050.25666598597
1060,3214.09644555723
1061,9486.54619343256
1062,1895.03195082071
1063,1828.52486030914
1064,33774.5272016804
1065,2484.6025305037
1066,925.704226067833
1067,2596.97134738949
1068,4208.03892810819
1069,5427.73266241123
1071,11637.9426977607
1072,101901.91024717
1073,12218.2093218819
1074,4616.1802849089
1076,18723.6862173574
1077,31407.4614546007
1078,33773.825776679
1079,5159.85941090733
1080,565.203244645687
1081,32063.0803240468
1082,2016.21014519695
1083,1117.78215703183
1084,1620.88520397541
1085,9201.50412778876
1086,44197.8858165195
1087,29877.8883348435
1088,5949.3609389698
1089,8491.89483925911
1090,6809.80131250768
1091,63578.1922805251
1092,3864.54914935733
1093,10448.3133354162
1094,13880.6741775346
1095,73829.2806711699
1096,3724.51907678609
1097,9775.15459516222
1098,730.954487307356
1099,33925.7067319515
1100,13483.017036829
1101,40336.4089557059
1103,11794.6293990659
1104,4427.13100315158
1105,3046.40050016178
1106,2437.14721148021
1107,489.559075324465
1108,4053.66399125968
1109,7808.26718748762
1110,1936.05452992587
1111,3814.7721676617
1112,9308.634503074
1113,11840.3193712627
1115,23788.3702814092
1117,25944.853515625
1118,20932.0784185044
1119,31333.8363031281
1121,7453.92408546953
1122,32938.692099664
1123,7508.86544238993
1124,10594.0457187763
1125,4697.532359497
1126,4964.2743675051
1127,7459.565890068
1128,8694.11617401514
1129,19365.0234007167
1130,7119.19172559057
1131,6650.31696783788
1132,29079.5701370281
1133,1548.16195949495
1134,26143.6321744545
1135,14536.3474111754
1136,571.56592261806
1137,25864.450418788
1138,3150.46686313733
1139,31201.734943443
1140,7037.74745364278
1141,29060.4509858357
1143,2754.31233903953
1144,14319.1741002355
1145,32058.4154913466
1146,4546.58384535624
1147,2105.40822633146
1149,1386.833302076
1150,2143.36664168967
1151,1114.07374624167
1152,24290.5908314721
1153,25460.4527360606
1154,9015.22196687586
1156,5314.81560180174
1158,6828.22514301123
1159,32170.6028838094
1160,34528.2140353082
1161,3007.54976427828
1162,1505.15209771491
1163,14675.2614480684
1164,2286.80750345384
1165,16272.0058268918
1166,5758.95581874626
1167,4937.58113618571
1168,2058.41064357989
1169,3169.18629823773
1170,5817.83336976747
1171,1503.92520608105
1173,2696.65922439543
1175,38733.3496935931
1176,14095.6074633817
1177,9734.70357375527
1178,35616.2006730045
1179,25238.8807780848
1180,29554.6890881879
1181,7302.1314587575
1182,7454.73512931791
1183,30830.6584466434
1184,12432.3662347292
1185,2012.62483563532
1186,2343.15793959721
1187,1499.51193054599
1188,1636.57109533816
1189,17270.8502946514
1190,23773.8286536781
1191,75722.1985574008
1192,9510.60919606142
1193,2363.98993923664
1194,9670.74489720511
1195,750.357317866169
1196,23921.1977698832
1197,10573.7780687295
1198,9788.96488605723
1199,1491.8378705551
1200,1189.14878149109
1202,5220.16318088424
1203,3659.27652875136
1204,4772.52110098166
1205,1533.6071757245
1206,6582.58579092751
1207,13030.3604109567
1208,64692.5970672682
1209,12278.5848367366
1210,54558.8874321877
1212,4554.85009765625
1214,4429.33025821331
1215,1337.14511649101
1216,10251.1604282148
1217,13510.7512069491
1218,12090.9912069056
1219,2693.53495775902
1220,5105.17923240679
1221,7172.00498731467
1222,1437.71128060673
1223,21545.4251923105
1224,1392.71214343771
1225,8645.22414894912
1226,7842.30215116776
1227,4965.02724173687
1229,652.981336124469
1230,3329.05148043423
1231,11061.3835055747
1232,1023.88050684492
1233,15454.4359024499
1234,40962.0009903227
1235,6595.63506544022
1237,840.895701014552
1238,3242.64504623549
1239,3199.22003278717
1240,35809.785664396
1241,42549.9438731467
1242,1578.50729492893
1243,4389.81488155949
1244,25091.156979407
1245,28413.8175814507
1246,42031.1334138422
1247,14256.7253841701
1248,3521.26122255831
1249,9704.57766789279
1250,6086.62045689022
1251,4116.9375656313
1252,11633.2219326266
1253,2177.26366373216
1254,13353.6821006073
1255,2401.00468202984
1256,28989.6282931868
1258,21477.8261820846
1259,7225.6078082442
1260,3013.38129950504
1261,4397.13191242243
1262,31434.4729349078
1264,113889.986090369
1265,8990.32564986372
1266,10226.7666015625
1267,844.816569402358
1268,2670.9111839713
1269,44614.4366823251
1270,3245.9599609375
1271,2270.28577354037
1272,54377.3438540928
1273,1623.04379140663
1274,876.127836453892
1275,4979.22034351468
1276,62193.9840814761
1278,8487.60464529993
1279,2528.04738869067
1281,2529.30368765247
1282,13094.2927931653
1283,2088.19002045185
1284,9772.6393893899
1285,15226.3384286297
1286,22760.9469717198
1287,33858.6114263449
1288,5705.12538538087
1290,13790.2014239699
1293,1325.47238694503
1294,4751.68769006987
1295,9178.45558894779
1296,1052.32365870825
1297,9611.27422614445
1298,1579.70106113195
1299,5057.38040337421
1300,9677.35336105578
1301,1317.97861079491
1302,8707.99835837189
1303,4208.19165989994
1304,2670.9111839713
1305,2529.30368765247
1306,21556.7907254905
1307,7781.06160805986
1308,10979.769043155
1309,2742.62113367593
1310,1510.92431640625
1311,1422.53189143936
1312,6736.79541015625
1313,6796.32265292519
1314,10454.8614654668
1315,41724.6316287624
1316,3341.98673673307
1317,8807.78007308835
1318,12211.1845142915
1321,3426.62475724081
1322,2173.9326651584
1323,9588.67706321374
1324,4260.59015890568
1326,3334.00806933048
1327,10061.597358289
1328,2029.75132553026
1329,1763.02115053789
1330,34254.1353154512
1331,2651.41434613357
1332,1023.54950071531
1333,2759.13386610284
1334,4818.77656128059
1335,5865.30190379844
1337,12368.2275099395
1338,97719.1576003584
1339,13575.3708992394
1340,5458.08925946256
1342,20279.55292595
1343,32653.4016208815
1344,35013.7140443423
1345,6740.4240629969
1346,569.551987914358
1347,33177.8909458158
1348,2053.52748213627
1349,1216.16467781297
1350,1754.72793091031
1351,10291.4377739545
1352,45422.9418448973
1353,31276.9835495529
1354,6479.64574971002
1355,9647.1211805994
1356,6993.54484500442
1357,66239.4667912365
1358,4088.36424076073
1359,10994.3076723666
1360,14826.3575703847
1361,75250.7615074457
1362,4058.1260154336
1363,10344.5334336191
1364,745.935980521231
1365,36327.2286544972
1366,14312.2188305833
1367,41749.2164457237
1369,12679.2258109733
1370,5056.40472408493
1371,3106.83452300169
1372,2500.88569868804
1373,519.092758949352
1374,4365.37379172025
1375,8328.80498028006
1376,2005.09626037115
1377,4148.08416311925
1378,9841.74830960496
1379,12566.1687739534
1381,24078.3761114453
1383,27763.154296875
1384,22095.3878539836
1385,31794.0960095207
1387,7716.92684482504
1388,34150.1594558945
1389,8360.07390014794
1390,11411.1917767434
1391,5257.63345503981
1392,5342.91866715825
1393,8117.1352348939
1394,9789.35130091299
1395,20397.960850804
1396,7602.64780394025
1397,7037.34117566316
1398,30078.3677996335
1399,1575.90864841742
1400,27606.9340516269
1401,16634.8927393745
1402,640.969846769925
1403,26815.1435569608
1404,3376.26378958325
1405,32051.7940038456
1406,7275.95800364603
1407,30498.5768807102
1409,2912.04092581101
1410,14762.5494246277
1411,32747.3540098412
1412,5171.5773596561
1413,2242.37707850408
1415,1443.45960110893
1416,2092.56370669535
1417,1170.02202157621
1418,27976.9687993127
1419,25577.5241052346
1420,10500.9349523169
1422,5544.67670718747
1424,6901.07564065108
1425,33744.8203531927
1426,38075.2427673594
1427,3211.91053615711
1428,1595.1263348694
1429,15436.6444120023
1430,2391.79376028741
1431,17112.2021738707
1432,6305.63100922957
1433,5385.76451139276
1434,2202.98892604106
1435,3388.49622990219
1436,6257.65747634458
1437,1611.59292813865
1439,2954.5460525346
1441,40466.2343515711
1442,14826.9350019428
1443,9977.12804296346
1444,37322.7399272793
1445,24853.777869328
1446,30130.6444569128
1447,7556.87630978704
1448,8047.48394813306
1449,32169.867493646
1450,13941.5008829284
1451,2138.9433007851
1452,2385.33801435189
1453,1724.1527708469
1454,1736.52685554957
1455,19325.3936343908
1456,25186.8675668092
1457,83729.9871624777
1458,10081.737360297
1459,2570.78713132035
1460,9959.86403096983
1461,793.880717238919
1462,27178.9872921676
1463,10755.1309715215
1464,10410.3478044609
1465,1615.06048007482
1466,1271.38497818001
1468,5673.7142520973
1469,3941.26014646707
1470,5212.31572387534
1471,1644.58772180311
1472,7290.08033358691
1473,14510.5300945386
1474,68787.8547494266
1475,13913.7883003324
1476,59395.2835705944
1478,4795.59912109375
1480,4922.80700752372
1481,1402.61231027598
1482,8944.89424457045
1483,14289.150342097
1484,12657.6376721808
1485,2803.18992208584
1486,5584.14027131685
1487,7848.88296708719
1488,1529.43754680045
1489,22306.6228714756
1490,1618.41381354464
1491,9138.01341625588
1492,8313.65223425161
1493,5426.86920100228
1495,697.770426423399
1496,3622.8533473332
1497,11542.4897957406
1498,1062.51125572017
1499,16462.220943373
1500,43360.9283244452
1501,6864.48432250898
1503,896.788801577188
1504,3468.79202710974
1505,3394.17522690082
1506,37625.5617084958
1507,47797.5299472052
1508,1663.37004655251
1509,4416.13225869163
1510,25677.4190803252
1511,29747.0547609449
1512,43265.7625372202
1513,15203.409478954
1514,3780.6000048669
1515,10532.5775543393
1516,6614.10814168434
1517,4372.50023116825
1518,12521.670338653
1519,2336.29833752381
1520,13896.7933802514
1521,2545.00091673097
