,ANIO,ID_INDICADOR,VALOR,ID_CONTINENTE,ID_INCOME,ID_PAIS
4752,2004,21,97.0,0,1,10
4753,2005,21,98.0,0,1,10
4754,2006,21,98.0,0,1,10
4755,2007,21,97.0,0,1,10
4756,2008,21,92.0,0,1,10
4757,2009,21,95.0,0,1,10
4758,2010,21,96.0,0,1,10
4759,2011,21,96.0,0,1,10
4760,2012,21,93.0,0,1,10
4761,2013,21,96.0,0,1,10
4762,2014,21,93.0,0,1,10
4763,2015,21,92.0,0,1,10
4764,2016,21,95.0,0,1,10
4765,2017,21,94.0,0,1,10
4766,2018,21,94.0,0,1,10
4767,2019,21,95.0,0,1,10
4768,2020,21,94.0,0,1,10
4769,2021,21,96.0,0,1,10
4770,1992,21,83.0,3,0,11
4771,1993,21,90.0,3,0,11
4772,1994,21,90.0,3,0,11
4773,1995,21,90.0,3,0,11
4774,1996,21,90.0,3,0,11
4775,1997,21,93.0,3,0,11
4776,1998,21,93.0,3,0,11
4777,1999,21,95.0,3,0,11
4778,2000,21,94.0,3,0,11
4779,2001,21,96.0,3,0,11
4780,2002,21,97.0,3,0,11
4781,2003,21,98.0,3,0,11
4782,2004,21,97.0,3,0,11
4783,2005,21,97.0,3,0,11
4784,2006,21,97.0,3,0,11
4785,2007,21,97.0,3,0,11
4786,2008,21,98.0,3,0,11
4787,2009,21,98.0,3,0,11
4788,2010,21,95.0,3,0,11
4789,2011,21,97.0,3,0,11
4790,2012,21,97.0,3,0,11
4791,2013,21,95.0,3,0,11
4792,2014,21,96.0,3,0,11
4793,2015,21,96.0,3,0,11
4794,2016,21,97.0,3,0,11
4795,2017,21,98.0,3,0,11
4796,2018,21,98.0,3,0,11
4797,2019,21,98.0,3,0,11
4798,2020,21,96.0,3,0,11
4799,2021,21,95.0,3,0,11
4800,1992,21,76.0,3,0,12
4801,1993,21,78.0,3,0,12
4802,1994,21,80.0,3,0,12
4803,1995,21,83.0,3,0,12
4804,1996,21,84.0,3,0,12
4805,1997,21,83.0,3,0,12
4806,1998,21,82.0,3,0,12
4807,1999,21,83.0,3,0,12
4808,2000,21,84.0,3,0,12
4809,2001,21,85.0,3,0,12
4810,2002,21,86.0,3,0,12
4811,2003,21,87.0,3,0,12
4812,2004,21,88.0,3,0,12
4813,2005,21,87.0,3,0,12
4814,2006,21,89.0,3,0,12
4815,2007,21,90.0,3,0,12
4816,2008,21,89.0,3,0,12
4817,2009,21,89.0,3,0,12
4818,2010,21,89.0,3,0,12
4819,2011,21,89.0,3,0,12
4820,2012,21,91.0,3,0,12
4821,2013,21,90.0,3,0,12
4822,2014,21,91.0,3,0,12
4823,2015,21,91.0,3,0,12
4824,2016,21,90.0,3,0,12
4825,2017,21,90.0,3,0,12
4826,2018,21,90.0,3,0,12
4827,2019,21,92.0,3,0,12
4828,2020,21,92.0,3,0,12
4829,2021,21,92.0,3,0,12
4830,1992,21,92.0,3,0,13
4831,1993,21,91.0,3,0,13
4832,1994,21,91.0,3,0,13
4833,1995,21,92.0,3,0,13
4834,1996,21,92.0,3,0,13
4835,1997,21,91.0,3,0,13
4836,1998,21,87.0,3,0,13
4837,1999,21,88.0,3,0,13
4838,2000,21,88.0,3,0,13
4839,2001,21,85.0,3,0,13
4840,2002,21,85.0,3,0,13
4841,2003,21,82.0,3,0,13
4842,2004,21,81.0,3,0,13
4843,2005,21,82.0,3,0,13
4844,2006,21,85.0,3,0,13
4845,2007,21,86.0,3,0,13
4846,2008,21,86.0,3,0,13
4847,2009,21,86.0,3,0,13
4848,2010,21,89.0,3,0,13
4849,2011,21,90.0,3,0,13
4850,2012,21,92.0,3,0,13
4851,2013,21,93.0,3,0,13
4852,2014,21,93.0,3,0,13
4853,2015,21,93.0,3,0,13
4854,2016,21,92.0,3,0,13
4855,2017,21,92.0,3,0,13
4856,2018,21,92.0,3,0,13
4857,2019,21,91.0,3,0,13
4858,2020,21,91.0,3,0,13
4859,2021,21,91.0,3,0,13
4860,1992,21,72.0,3,0,14
4861,1993,21,72.0,3,0,14
4862,1994,21,70.0,3,0,14
4863,1995,21,70.0,3,0,14
4864,1996,21,90.0,3,0,14
4865,1997,21,90.0,3,0,14
4866,1998,21,89.0,3,0,14
4867,1999,21,88.0,3,0,14
4868,2000,21,89.0,3,0,14
4869,2001,21,91.0,3,0,14
4870,2002,21,92.0,3,0,14
4871,2003,21,94.0,3,0,14
4872,2004,21,95.0,3,0,14
4873,2005,21,96.0,3,0,14
4874,2006,21,98.0,3,0,14
4875,2007,21,99.0,3,0,14
4876,2008,21,99.0,3,0,14
4877,2009,21,99.0,3,0,14
4878,2010,21,99.0,3,0,14
4879,2011,21,99.0,3,0,14
4880,2012,21,99.0,3,0,14
4881,2013,21,99.0,3,0,14
4882,2014,21,97.0,3,0,14
4883,2015,21,97.0,3,0,14
4884,2016,21,97.0,3,0,14
4885,2017,21,97.0,3,0,14
4886,2018,21,97.0,3,0,14
4887,2019,21,97.0,3,0,14
4888,2020,21,97.0,3,0,14
4889,2021,21,97.0,3,0,14
4890,1992,21,65.0,2,1,15
4891,1993,21,68.0,2,1,15
4892,1994,21,66.0,2,1,15
4893,1995,21,63.0,2,1,15
4894,1996,21,79.0,2,1,15
4895,1997,21,77.0,2,1,15
4896,1998,21,77.0,2,1,15
4897,1999,21,77.0,2,1,15
4898,2000,21,76.0,2,1,15
4899,2001,21,76.0,2,1,15
4900,2002,21,72.0,2,1,15
4901,2003,21,74.0,2,1,15
4902,2004,21,76.0,2,1,15
4903,2005,21,77.0,2,1,15
4904,2006,21,79.0,2,1,15
4905,2007,21,76.0,2,1,15
4906,2008,21,76.0,2,1,15
4907,2009,21,74.0,2,1,15
4908,2010,21,78.0,2,1,15
4909,2011,21,80.0,2,1,15
4910,2012,21,82.0,2,1,15
4911,2013,21,87.0,2,1,15
4912,2014,21,86.0,2,1,15
4913,2015,21,87.0,2,1,15
4914,2016,21,88.0,2,1,15
4915,2017,21,90.0,2,1,15
4916,2018,21,89.0,2,1,15
4917,2019,21,88.0,2,1,15
4918,2020,21,76.0,2,1,15
4919,2021,21,72.0,2,1,15
4920,1992,21,51.0,2,1,16
4921,1993,21,59.0,2,1,16
4922,1994,21,67.0,2,1,16
4923,1995,21,72.0,2,1,16
4924,1996,21,66.0,2,1,16
4925,1997,21,55.0,2,1,16
4926,1998,21,53.0,2,1,16
4927,1999,21,56.0,2,1,16
4928,2000,21,56.0,2,1,16
4929,2001,21,57.0,2,1,16
4930,2002,21,56.0,2,1,16
4931,2003,21,60.0,2,1,16
4932,2004,21,64.0,2,1,16
4933,2005,21,68.0,2,1,16
4934,2006,21,69.0,2,1,16
4935,2007,21,70.0,2,1,16
4936,2008,21,72.0,2,1,16
4937,2009,21,78.0,2,1,16
4938,2010,21,82.0,2,1,16
4939,2011,21,84.0,2,1,16
4940,2012,21,83.0,2,1,16
4941,2013,21,83.0,2,1,16
4942,2014,21,85.0,2,1,16
4943,2015,21,87.0,2,1,16
4944,2016,21,88.0,2,1,16
4945,2017,21,90.0,2,1,16
4946,2018,21,93.0,2,1,16
4947,2019,21,95.0,2,1,16
4948,2020,21,89.0,2,1,16
4949,2021,21,89.0,2,1,16
4950,1992,21,94.0,2,0,17
4951,1993,21,92.0,2,0,17
4952,1994,21,92.0,2,0,17
4953,1995,21,93.0,2,0,17
4954,1996,21,96.0,2,0,17
4955,1997,21,97.0,2,0,17
4956,1998,21,94.0,2,0,17
4957,1999,21,94.0,2,0,17
4958,2000,21,95.0,2,0,17
4959,2001,21,95.0,2,0,17
4960,2002,21,95.0,2,0,17
4961,2003,21,96.0,2,0,17
4962,2004,21,97.0,2,0,17
4963,2005,21,94.0,2,0,17
4964,2006,21,96.0,2,0,17
4965,2007,21,97.0,2,0,17
4966,2008,21,98.0,2,0,17
4967,2009,21,97.0,2,0,17
4968,2010,21,96.0,2,0,17
4969,2011,21,97.0,2,0,17
4970,2012,21,96.0,2,0,17
4971,2013,21,98.0,2,0,17
4972,2014,21,97.0,2,0,17
4973,2015,21,98.0,2,0,17
4974,2016,21,97.0,2,0,17
4975,2017,21,98.0,2,0,17
4976,2018,21,98.0,2,0,17
4977,2019,21,99.0,2,0,17
4978,2020,21,99.0,2,0,17
4979,2021,21,99.0,2,0,17
4980,1992,21,50.0,3,0,18
4981,1993,21,50.0,3,0,18
4982,1994,21,50.0,3,0,18
4983,1995,21,50.0,3,0,18
4984,1996,21,55.0,3,0,18
4985,1997,21,57.0,3,0,18
4986,1998,21,55.0,3,0,18
4987,1999,21,70.0,3,0,18
4988,2000,21,74.0,3,0,18
4989,2001,21,77.0,3,0,18
4990,2002,21,81.0,3,0,18
4991,2003,21,84.0,3,0,18
4992,2004,21,86.0,3,0,18
4993,2005,21,87.0,3,0,18
4994,2006,21,88.0,3,0,18
4995,2007,21,90.0,3,0,18
4996,2008,21,90.0,3,0,18
4997,2009,21,90.0,3,0,18
4998,2010,21,91.0,3,0,18
4999,2011,21,90.0,3,0,18
5000,2012,21,90.0,3,0,18
5001,2013,21,90.0,3,0,18
5002,2014,21,87.0,3,0,18
5003,2015,21,85.0,3,0,18
5004,2016,21,87.0,3,0,18
5005,2017,21,92.0,3,0,18
5006,2018,21,93.0,3,0,18
5007,2019,21,94.0,3,0,18
5008,2020,21,92.0,3,0,18
5009,2021,21,92.0,3,0,18
5010,1992,21,69.0,2,0,19
5011,1993,21,68.0,2,0,19
5012,1994,21,81.0,2,0,19
5013,1995,21,93.0,2,0,19
5014,1996,21,94.0,2,0,19
5015,1997,21,94.0,2,0,19
5016,1998,21,95.0,2,0,19
5017,1999,21,95.0,2,0,19
5018,2000,21,96.0,2,0,19
5019,2001,21,98.0,2,0,19
5020,2002,21,98.0,2,0,19
5021,2003,21,98.0,2,0,19
5022,2004,21,98.0,2,0,19
5023,2005,21,98.0,2,0,19
5024,2006,21,97.0,2,0,19
5025,2007,21,96.0,2,0,19
5026,2008,21,95.0,2,0,19
5027,2009,21,94.0,2,0,19
5028,2010,21,94.0,2,0,19
5029,2011,21,94.0,2,0,19
5030,2012,21,96.0,2,0,19
5031,2013,21,95.0,2,0,19
5032,2014,21,98.0,2,0,19
5033,2015,21,96.0,2,0,19
5034,2016,21,96.0,2,0,19
5035,2017,21,97.0,2,0,19
5036,2018,21,97.0,2,0,19
5037,2019,21,96.0,2,0,19
5038,2020,21,98.0,2,0,19
5039,2021,21,98.0,2,0,19
5040,1992,21,93.0,2,0,20
5041,1993,21,92.0,2,0,20
5042,1994,21,92.0,2,0,20
5043,1995,21,93.0,2,0,20
5044,1996,21,89.0,2,0,20
5045,1997,21,85.0,2,0,20
5046,1998,21,85.0,2,0,20
5047,1999,21,90.0,2,0,20
5048,2000,21,95.0,2,0,20
5049,2001,21,96.0,2,0,20
5050,2002,21,97.0,2,0,20
5051,2003,21,96.0,2,0,20
5052,2004,21,99.0,2,0,20
5053,2005,21,99.0,2,0,20
5054,2006,21,99.0,2,0,20
5055,2007,21,92.0,2,0,20
5056,2008,21,92.0,2,0,20
5057,2009,21,93.0,2,0,20
5058,2010,21,98.0,2,0,20
5059,2011,21,99.0,2,0,20
5060,2012,21,99.0,2,0,20
5061,2013,21,99.0,2,0,20
5062,2014,21,99.0,2,0,20
5063,2015,21,98.0,2,0,20
5064,2016,21,98.0,2,0,20
5065,2017,21,97.0,2,0,20
5066,2018,21,98.0,2,0,20
5067,2019,21,98.0,2,0,20
5068,2020,21,98.0,2,0,20
5069,2021,21,98.0,2,0,20
5070,1992,21,88.0,0,2,21
5071,1993,21,91.0,0,2,21
5072,1994,21,92.0,0,2,21
5073,1995,21,92.0,0,2,21
5074,1996,21,93.0,0,2,21
5075,1997,21,91.0,0,2,21
5076,1998,21,92.0,0,2,21
5077,1999,21,92.0,0,2,21
5078,2000,21,93.0,0,2,21
5079,2001,21,93.0,0,2,21
5080,2002,21,91.0,0,2,21
5081,2003,21,96.0,0,2,21
5082,2004,21,99.0,0,2,21
5083,2005,21,97.0,0,2,21
5084,2006,21,98.0,0,2,21
5085,2007,21,98.0,0,2,21
5086,2008,21,98.0,0,2,21
5087,2009,21,98.0,0,2,21
5088,2010,21,98.0,0,2,21
5089,2011,21,98.0,0,2,21
5090,2012,21,98.0,0,2,21
5091,2013,21,96.0,0,2,21
5092,2014,21,93.0,0,2,21
5093,2015,21,98.0,0,2,21
5094,2016,21,97.0,0,2,21
5095,2017,21,94.0,0,2,21
5096,2018,21,73.0,0,2,21
5097,2019,21,73.0,0,2,21
5098,2020,21,73.0,0,2,21
5099,2021,21,73.0,0,2,21
5100,1992,21,81.0,0,1,22
5101,1993,21,83.0,0,1,22
5102,1994,21,87.0,0,1,22
5103,1995,21,88.0,0,1,22
5104,1996,21,93.0,0,1,22
5105,1997,21,92.0,0,1,22
5106,1998,21,91.0,0,1,22
5107,1999,21,90.0,0,1,22
5108,2000,21,93.0,0,1,22
5109,2001,21,96.0,0,1,22
5110,2002,21,94.0,0,1,22
5111,2003,21,90.0,0,1,22
5112,2004,21,95.0,0,1,22
5113,2005,21,97.0,0,1,22
5114,2006,21,95.0,0,1,22
5115,2007,21,95.0,0,1,22
5116,2008,21,96.0,0,1,22
5117,2009,21,98.0,0,1,22
5118,2010,21,98.0,0,1,22
5119,2011,21,99.0,0,1,22
5120,2012,21,99.0,0,1,22
5121,2013,21,99.0,0,1,22
5122,2014,21,99.0,0,1,22
5123,2015,21,99.0,0,1,22
5124,2016,21,99.0,0,1,22
5125,2017,21,99.0,0,1,22
5126,2018,21,99.0,0,1,22
5127,2019,21,99.0,0,1,22
5128,2020,21,99.0,0,1,22
5129,2021,21,99.0,0,1,22
5130,1992,21,88.0,1,2,23
5131,1993,21,79.0,1,2,23
5132,1994,21,90.0,1,2,23
5133,1995,21,90.0,1,2,23
5134,1996,21,93.0,1,2,23
5135,1997,21,91.0,1,2,23
5136,1998,21,96.0,1,2,23
5137,1999,21,94.0,1,2,23
5138,2000,21,96.0,1,2,23
5139,2001,21,95.0,1,2,23
5140,2002,21,96.0,1,2,23
5141,2003,21,96.0,1,2,23
5142,2004,21,96.0,1,2,23
5143,2005,21,96.0,1,2,23
5144,2006,21,96.0,1,2,23
5145,2007,21,96.0,1,2,23
5146,2008,21,96.0,1,2,23
5147,2009,21,96.0,1,2,23
5148,2010,21,95.0,1,2,23
5149,2011,21,98.0,1,2,23
5150,2012,21,99.0,1,2,23
5151,2013,21,89.0,1,2,23
5152,2014,21,97.0,1,2,23
5153,2015,21,97.0,1,2,23
5154,2016,21,96.0,1,2,23
5155,2017,21,76.0,1,2,23
5156,2018,21,97.0,1,2,23
5157,2019,21,73.0,1,2,23
5158,2020,21,92.0,1,2,23
5159,2021,21,99.0,1,2,23
5160,1992,21,82.0,2,1,24
5161,1993,21,81.0,2,1,24
5162,1994,21,95.0,2,1,24
5163,1995,21,97.0,2,1,24
5164,1996,21,97.0,2,1,24
5165,1997,21,98.0,2,1,24
5166,1998,21,96.0,2,1,24
5167,1999,21,97.0,2,1,24
5168,2000,21,96.0,2,1,24
5169,2001,21,95.0,2,1,24
5170,2002,21,94.0,2,1,24
5171,2003,21,93.0,2,1,24
5172,2004,21,95.0,2,1,24
5173,2005,21,96.0,2,1,24
5174,2006,21,95.0,2,1,24
5175,2007,21,95.0,2,1,24
5176,2008,21,95.0,2,1,24
5177,2009,21,95.0,2,1,24
5178,2010,21,95.0,2,1,24
5179,2011,21,95.0,2,1,24
5180,2012,21,95.0,2,1,24
5181,2013,21,95.0,2,1,24
5182,2014,21,94.0,2,1,24
5183,2015,21,93.0,2,1,24
5184,2016,21,93.0,2,1,24
5185,2017,21,93.0,2,1,24
5186,2018,21,96.0,2,1,24
5187,2019,21,97.0,2,1,24
5188,2020,21,95.0,2,1,24
5189,2021,21,96.0,2,1,24
5190,1992,21,43.0,0,1,25
5191,1993,21,40.0,0,1,25
5192,1994,21,41.0,0,1,25
5193,1995,21,44.0,0,1,25
5194,1996,21,38.0,0,1,25
5195,1997,21,38.0,0,1,25
5196,1998,21,38.0,0,1,25
5197,1999,21,35.0,0,1,25
5198,2000,21,33.0,0,1,25
5199,2001,21,32.0,0,1,25
5200,2002,21,30.0,0,1,25
5201,2003,21,34.0,0,1,25
5202,2004,21,37.0,0,1,25
5203,2005,21,41.0,0,1,25
5204,2006,21,44.0,0,1,25
5205,2007,21,41.0,0,1,25
5206,2008,21,53.0,0,1,25
5207,2009,21,64.0,0,1,25
5208,2010,21,56.0,0,1,25
5209,2011,21,49.0,0,1,25
5210,2012,21,42.0,0,1,25
5211,2013,21,43.0,0,1,25
5212,2014,21,44.0,0,1,25
5213,2015,21,42.0,0,1,25
5214,2016,21,47.0,0,1,25
5215,2017,21,54.0,0,1,25
5216,2018,21,56.0,0,1,25
5217,2019,21,57.0,0,1,25
5218,2020,21,59.0,0,1,25
5219,2021,21,59.0,0,1,25
5220,1992,21,96.0,3,0,26
5221,1993,21,93.0,3,0,26
5222,1994,21,94.0,3,0,26
5223,1995,21,92.0,3,0,26
5224,1996,21,92.0,3,0,26
5225,1997,21,93.0,3,0,26
5226,1998,21,91.0,3,0,26
5227,1999,21,90.0,3,0,26
5228,2000,21,88.0,3,0,26
5229,2001,21,90.0,3,0,26
5230,2002,21,87.0,3,0,26
5231,2003,21,86.0,3,0,26
5232,2004,21,89.0,3,0,26
5233,2005,21,90.0,3,0,26
5234,2006,21,92.0,3,0,26
5235,2007,21,92.0,3,0,26
5236,2008,21,93.0,3,0,26
5237,2009,21,93.0,3,0,26
5238,2010,21,93.0,3,0,26
5239,2011,21,93.0,3,0,26
5240,2012,21,94.0,3,0,26
5241,2013,21,93.0,3,0,26
5242,2014,21,94.0,3,0,26
5243,2015,21,95.0,3,0,26
5244,2016,21,96.0,3,0,26
5245,2017,21,96.0,3,0,26
5246,2018,21,96.0,3,0,26
5247,2019,21,97.0,3,0,26
5248,2020,21,97.0,3,0,26
5249,2021,21,97.0,3,0,26
5250,1992,21,76.0,1,0,27
5251,1993,21,83.0,1,0,27
5252,1994,21,84.0,1,0,27
5253,1995,21,84.0,1,0,27
5254,1996,21,90.0,1,0,27
5255,1997,21,92.0,1,0,27
5256,1998,21,96.0,1,0,27
5257,1999,21,90.0,1,0,27
5258,2000,21,97.0,1,0,27
5259,2001,21,95.0,1,0,27
5260,2002,21,95.0,1,0,27
5261,2003,21,95.0,1,0,27
5262,2004,21,97.0,1,0,27
5263,2005,21,99.0,1,0,27
5264,2006,21,95.0,1,0,27
5265,2007,21,95.0,1,0,27
5266,2008,21,96.0,1,0,27
5267,2009,21,96.0,1,0,27
5268,2010,21,97.0,1,0,27
5269,2011,21,97.0,1,0,27
5270,2012,21,98.0,1,0,27
5271,2013,21,92.0,1,0,27
5272,2014,21,90.0,1,0,27
5273,2015,21,93.0,1,0,27
5274,2016,21,95.0,1,0,27
5275,2017,21,98.0,1,0,27
5276,2018,21,98.0,1,0,27
5277,2019,21,97.0,1,0,27
5278,2020,21,80.0,1,0,27
5279,2021,21,80.0,1,0,27
5280,1992,21,83.0,1,2,28
5281,1993,21,75.0,1,2,28
5282,1994,21,75.0,1,2,28
5283,1995,21,98.0,1,2,28
5284,1996,21,87.0,1,2,28
5285,1997,21,91.0,1,2,28
5286,1998,21,93.0,1,2,28
5287,1999,21,93.0,1,2,28
5288,2000,21,97.0,1,2,28
5289,2001,21,97.0,1,2,28
5290,2002,21,95.0,1,2,28
5291,2003,21,95.0,1,2,28
5292,2004,21,85.0,1,2,28
5293,2005,21,77.0,1,2,28
5294,2006,21,93.0,1,2,28
5295,2007,21,92.0,1,2,28
5296,2008,21,92.0,1,2,28
5297,2009,21,91.0,1,2,28
5298,2010,21,94.0,1,2,28
5299,2011,21,96.0,1,2,28
5300,2012,21,94.0,1,2,28
5301,2013,21,85.0,1,2,28
5302,2014,21,89.0,1,2,28
5303,2015,21,92.0,1,2,28
5304,2016,21,88.0,1,2,28
5305,2017,21,83.0,1,2,28
5306,2018,21,85.0,1,2,28
5307,2019,21,85.0,1,2,28
5308,2020,21,77.0,1,2,28
5309,2021,21,78.0,1,2,28
5310,1992,21,83.0,2,2,29
5311,1993,21,88.0,2,2,29
5312,1994,21,81.0,2,2,29
5313,1995,21,85.0,2,2,29
5314,1996,21,88.0,2,2,29
5315,1997,21,91.0,2,2,29
5316,1998,21,94.0,2,2,29
5317,1999,21,97.0,2,2,29
5318,2000,21,97.0,2,2,29
5319,2001,21,97.0,2,2,29
5320,2002,21,98.0,2,2,29
5321,2003,21,98.0,2,2,29
5322,2004,21,98.0,2,2,29
5323,2005,21,99.0,2,2,29
5324,2006,21,99.0,2,2,29
5325,2007,21,99.0,2,2,29
5326,2008,21,99.0,2,2,29
5327,2009,21,98.0,2,2,29
5328,2010,21,98.0,2,2,29
5329,2011,21,98.0,2,2,29
5330,2012,21,98.0,2,2,29
5331,2013,21,98.0,2,2,29
5332,2014,21,98.0,2,2,29
5333,2015,21,98.0,2,2,29
5334,2016,21,98.0,2,2,29
5335,2017,21,98.0,2,2,29
5336,2018,21,98.0,2,2,29
5337,2019,21,98.0,2,2,29
5338,2020,21,97.0,2,2,29
5339,2021,21,97.0,2,2,29
5340,1992,21,88.0,2,0,30
5341,1993,21,91.0,2,0,30
5342,1994,21,93.0,2,0,30
5343,1995,21,94.0,2,0,30
5344,1996,21,92.0,2,0,30
5345,1997,21,92.0,2,0,30
5346,1998,21,93.0,2,0,30
5347,1999,21,92.0,2,0,30
5348,2000,21,94.0,2,0,30
5349,2001,21,94.0,2,0,30
5350,2002,21,97.0,2,0,30
5351,2003,21,96.0,2,0,30
5352,2004,21,97.0,2,0,30
5353,2005,21,97.0,2,0,30
5354,2006,21,95.0,2,0,30
5355,2007,21,96.0,2,0,30
5356,2008,21,97.0,2,0,30
5357,2009,21,98.0,2,0,30
5358,2010,21,98.0,2,0,30
5359,2011,21,98.0,2,0,30
5360,2012,21,98.0,2,0,30
5361,2013,21,98.0,2,0,30
5362,2014,21,98.0,2,0,30
5363,2015,21,98.0,2,0,30
5364,2016,21,98.0,2,0,30
5365,2017,21,96.0,2,0,30
5366,2018,21,98.0,2,0,30
5367,2019,21,95.0,2,0,30
5368,2020,21,96.0,2,0,30
5369,2021,21,98.0,2,0,30
5370,1992,21,96.0,3,0,31
5371,1993,21,97.0,3,0,31
5372,1994,21,97.0,3,0,31
5373,1995,21,97.0,3,0,31
5374,1996,21,96.0,3,0,31
5375,1997,21,96.0,3,0,31
5376,1998,21,94.0,3,0,31
5377,1999,21,89.0,3,0,31
5378,2000,21,91.0,3,0,31
5379,2001,21,94.0,3,0,31
5380,2002,21,95.0,3,0,31
5381,2003,21,95.0,3,0,31
5382,2004,21,96.0,3,0,31
5383,2005,21,96.0,3,0,31
5384,2006,21,97.0,3,0,31
5385,2007,21,96.0,3,0,31
5386,2008,21,96.0,3,0,31
5387,2009,21,97.0,3,0,31
5388,2010,21,97.0,3,0,31
5389,2011,21,97.0,3,0,31
5390,2012,21,98.0,3,0,31
5391,2013,21,97.0,3,0,31
5392,2014,21,97.0,3,0,31
5393,2015,21,98.0,3,0,31
5394,2016,21,97.0,3,0,31
5395,2017,21,97.0,3,0,31
5396,2018,21,97.0,3,0,31
5397,2019,21,97.0,3,0,31
5398,2020,21,97.0,3,0,31
5399,2021,21,97.0,3,0,31
5400,1992,21,74.0,2,1,32
5401,1993,21,80.0,2,1,32
5402,1994,21,86.0,2,1,32
5403,1995,21,91.0,2,1,32
5404,1996,21,92.0,2,1,32
5405,1997,21,93.0,2,1,32
5406,1998,21,96.0,2,1,32
5407,1999,21,96.0,2,1,32
5408,2000,21,94.0,2,1,32
5409,2001,21,94.0,2,1,32
5410,2002,21,94.0,2,1,32
5411,2003,21,96.0,2,1,32
5412,2004,21,96.0,2,1,32
5413,2005,21,96.0,2,1,32
5414,2006,21,96.0,2,1,32
5415,2007,21,96.0,2,1,32
5416,2008,21,98.0,2,1,32
5417,2009,21,98.0,2,1,32
5418,2010,21,98.0,2,1,32
5419,2011,21,98.0,2,1,32
5420,2012,21,98.0,2,1,32
5421,2013,21,99.0,2,1,32
5422,2014,21,99.0,2,1,32
5423,2015,21,99.0,2,1,32
5424,2016,21,99.0,2,1,32
5425,2017,21,99.0,2,1,32
5426,2018,21,96.0,2,1,32
5427,2019,21,96.0,2,1,32
5428,2020,21,96.0,2,1,32
5429,2021,21,96.0,2,1,32
5430,1992,21,78.0,2,2,33
5431,1993,21,72.0,2,2,33
5432,1994,21,76.0,2,2,33
5433,1995,21,65.0,2,2,33
5434,1996,21,72.0,2,2,33
5435,1997,21,79.0,2,2,33
5436,1998,21,81.0,2,2,33
5437,1999,21,82.0,2,2,33
5438,2000,21,87.0,2,2,33
5439,2001,21,91.0,2,2,33
5440,2002,21,83.0,2,2,33
5441,2003,21,75.0,2,2,33
5442,2004,21,81.0,2,2,33
5443,2005,21,91.0,2,2,33
5444,2006,21,98.0,2,2,33
5445,2007,21,96.0,2,2,33
5446,2008,21,97.0,2,2,33
5447,2009,21,97.0,2,2,33
5448,2010,21,97.0,2,2,33
5449,2011,21,98.0,2,2,33
5450,2012,21,96.0,2,2,33
5451,2013,21,98.0,2,2,33
5452,2014,21,94.0,2,2,33
5453,2015,21,97.0,2,2,33
5454,2016,21,98.0,2,2,33
5455,2017,21,96.0,2,2,33
5456,2018,21,96.0,2,2,33
5457,2019,21,97.0,2,2,33
5458,2020,21,95.0,2,2,33
5459,2021,21,96.0,2,2,33
5460,1992,21,93.0,1,0,34
5461,1993,21,90.0,1,0,34
5462,1994,21,90.0,1,0,34
5463,1995,21,90.0,1,0,34
5464,1996,21,89.0,1,0,34
5465,1997,21,92.0,1,0,34
5466,1998,21,96.0,1,0,34
5467,1999,21,99.0,1,0,34
5468,2000,21,89.0,1,0,34
5469,2001,21,94.0,1,0,34
5470,2002,21,95.0,1,0,34
5471,2003,21,95.0,1,0,34
5472,2004,21,95.0,1,0,34
5473,2005,21,95.0,1,0,34
5474,2006,21,94.0,1,0,34
5475,2007,21,96.0,1,0,34
5476,2008,21,95.0,1,0,34
5477,2009,21,94.0,1,0,34
5478,2010,21,95.0,1,0,34
5479,2011,21,95.0,1,0,34
5480,2012,21,96.0,1,0,34
5481,2013,21,96.0,1,0,34
5482,2014,21,96.0,1,0,34
5483,2015,21,96.0,1,0,34
5484,2016,21,95.0,1,0,34
5485,2017,21,96.0,1,0,34
5486,2018,21,97.0,1,0,34
5487,2019,21,96.0,1,0,34
5488,2020,21,95.0,1,0,34
5489,2021,21,96.0,1,0,34
5490,1992,21,83.0,1,0,35
5491,1993,21,84.0,1,0,35
5492,1994,21,89.0,1,0,35
5493,1995,21,88.0,1,0,35
5494,1996,21,91.0,1,0,35
5495,1997,21,91.0,1,0,35
5496,1998,21,92.0,1,0,35
5497,1999,21,92.0,1,0,35
5498,2000,21,91.0,1,0,35
5499,2001,21,91.0,1,0,35
5500,2002,21,91.0,1,0,35
5501,2003,21,93.0,1,0,35
5502,2004,21,93.0,1,0,35
5503,2005,21,92.0,1,0,35
5504,2006,21,92.0,1,0,35
5505,2007,21,92.0,1,0,35
5506,2008,21,92.0,1,0,35
5507,2009,21,90.0,1,0,35
5508,2010,21,92.0,1,0,35
5509,2011,21,92.0,1,0,35
5510,2012,21,91.0,1,0,35
5511,2013,21,92.0,1,0,35
5512,2014,21,92.0,1,0,35
5513,2015,21,92.0,1,0,35
5514,2016,21,92.0,1,0,35
5515,2017,21,91.0,1,0,35
5516,2018,21,92.0,1,0,35
5517,2019,21,90.0,1,0,35
5518,2020,21,91.0,1,0,35
5519,2021,21,91.0,1,0,35
5520,1992,21,85.0,0,2,36
5521,1993,21,85.0,0,2,36
5522,1994,21,76.0,0,2,36
5523,1995,21,76.0,0,2,36
5524,1996,21,76.0,0,2,36
5525,1997,21,82.0,0,2,36
5526,1998,21,79.0,0,2,36
